"","yieldRapeseed","pollination"
"1272550",1.3400000333786,94.1570046397748
"1276868",1.3400000333786,88.0289076731857
"1276869",1.3400000333786,91.7214274406511
"1298467",1.3400000333786,84.4690895816108
"1298468",1.3400000333786,82.9041670657133
"1298474",1.3400000333786,88.2587161395073
"1298475",1.3400000333786,85.9223286327777
"1298486",1.3400000333786,82.9937330292853
"1298487",1.3400000333786,82.3112005769829
"1298488",1.3400000333786,83.8133058391823
"1302786",1.3400000333786,87.9166233896687
"1302787",1.3400000333786,82.0626645610656
"1302788",1.3400000333786,83.4140560338867
"1302789",1.3400000333786,85.985347076463
"1302790",1.3400000333786,89.1469851193622
"1302791",1.3400000333786,87.8717216406239
"1302792",1.3400000333786,89.2320964087197
"1302795",1.3400000333786,82.090352595414
"1302803",1.3400000333786,85.9453586834325
"1307104",1.3400000333786,86.7289167722654
"1307105",1.3400000333786,86.2019799432759
"1307106",1.3400000333786,84.7058048363234
"1307107",1.3400000333786,83.1189184210571
"1307108",1.3400000333786,81.613895611641
"1307109",1.3400000333786,82.6272135710057
"1307110",1.3400000333786,86.1756949707531
"1307111",1.3400000333786,83.7067305023621
"1307112",1.3400000333786,83.7072966148694
"1307113",1.3400000333786,82.8212878570669
"1307114",1.3400000333786,82.9861581601128
"1307117",1.3400000333786,81.2322007364224
"1307118",1.3400000333786,87.0678512052626
"1307120",1.3400000333786,88.7602617421313
"1307138",1.3400000333786,93.1719783219047
"1311424",1.3400000333786,86.1502463342266
"1311425",1.3400000333786,85.8469863407067
"1311426",1.3400000333786,87.5252539291347
"1311427",1.3400000333786,86.4607154968532
"1311428",1.3400000333786,84.3333042142999
"1311429",1.3400000333786,83.9853266003203
"1311430",1.3400000333786,87.0072130008684
"1311432",1.3400000333786,83.3877367739204
"1311433",1.3400000333786,82.9231292541389
"1311434",1.3400000333786,84.6314831942389
"1311436",1.3400000333786,84.7692958778541
"1311442",1.3400000333786,74.5144949818618
"1311454",1.3400000333786,91.7318060384463
"1311455",1.3400000333786,91.5270431723872
"1315743",1.3400000333786,87.275410351646
"1315744",1.3400000333786,87.884209677383
"1315745",1.3400000333786,89.1077060475499
"1315746",1.3400000333786,87.9269464977657
"1315747",1.3400000333786,86.32522951596
"1315748",1.3400000333786,83.1196518401526
"1315749",1.3400000333786,85.3555104108365
"1315750",1.3400000333786,87.5879485794463
"1315752",1.3400000333786,86.7837674096669
"1315753",1.3400000333786,86.7455980365599
"1315754",1.3400000333786,88.6622375732021
"1315755",1.3400000333786,86.7822097294148
"1315756",1.3400000333786,85.4122334647699
"1315757",1.3400000333786,82.6341280288927
"1315758",1.3400000333786,76.6029406235103
"1315759",1.3400000333786,76.6412506451437
"1315760",1.3400000333786,81.8894780419725
"1315761",1.3400000333786,82.8051611312346
"1315762",1.3400000333786,83.0492585556445
"1315766",1.3400000333786,84.4804333466624
"1315777",1.3400000333786,84.3869305071238
"1315779",1.3400000333786,86.7959901087705
"1320062",1.3400000333786,89.6239443655523
"1320063",1.3400000333786,89.7866968670247
"1320064",1.3400000333786,90.428622343278
"1320066",1.3400000333786,88.3982872694934
"1320067",1.3400000333786,88.6285598489056
"1320068",1.3400000333786,85.9115931148916
"1320069",1.3400000333786,86.0772861854396
"1320070",1.3400000333786,84.9427434483166
"1320071",1.3400000333786,84.3590752286027
"1320072",1.3400000333786,81.9130504444485
"1320076",1.3400000333786,83.8313402396257
"1320077",1.3400000333786,83.3421991735639
"1320078",1.3400000333786,79.245895780506
"1320084",1.3400000333786,80.7618733717256
"1320090",1.3400000333786,80.0443994842168
"1324381",1.3400000333786,87.4376541126109
"1324382",1.3400000333786,84.9413192335429
"1324383",1.3400000333786,86.7197399426313
"1324384",1.3400000333786,85.249289928864
"1324386",1.3400000333786,86.5217322656193
"1324387",1.3400000333786,82.6301007871794
"1324388",1.3400000333786,82.4557581411168
"1324389",1.3400000333786,86.1639423207579
"1324390",1.3400000333786,86.1909993095018
"1324397",1.3400000333786,84.151707653052
"1324398",1.3400000333786,85.353034576414
"1324399",1.3400000333786,87.1857615615289
"1324400",1.3400000333786,86.7250484348177
"1324401",1.3400000333786,85.3786976155264
"1324414",1.3400000333786,83.7051377945783
"1328701",1.3400000333786,81.9566109828462
"1328702",1.3400000333786,79.8634886145919
"1328703",1.3400000333786,83.4744341448362
"1328704",1.3400000333786,79.9339921810271
"1328706",1.3400000333786,83.534289510183
"1328709",1.3400000333786,78.2910335234168
"1328710",1.3400000333786,79.3737033163872
"1328711",1.3400000333786,81.5924475330119
"1328712",1.3400000333786,78.1594188733966
"1328715",1.3400000333786,80.3655421830915
"1328716",1.3400000333786,84.2035850559083
"1328717",1.3400000333786,82.8802279620789
"1328718",1.3400000333786,83.5426343669184
"1328719",1.3400000333786,85.224113672291
"1328732",1.3400000333786,81.2173975370262
"1333019",1.3400000333786,86.8275291102079
"1333020",1.3400000333786,85.6666186934894
"1333021",1.3400000333786,81.108851459071
"1333025",1.3400000333786,79.1405651419478
"1333028",1.3400000333786,79.5165329291805
"1333029",1.3400000333786,79.7798332667702
"1333030",1.3400000333786,75.6079627465519
"1333031",1.3400000333786,76.9244965145754
"1333032",1.3400000333786,73.3883020986992
"1333033",1.3400000333786,75.1190160108604
"1333036",1.3400000333786,85.9147396994268
"1333037",1.3400000333786,83.156542072115
"1333040",1.3400000333786,79.3822448158709
"1333043",1.3400000333786,81.2999519291063
"1333052",1.3400000333786,81.1781967430636
"1333053",1.3400000333786,83.0005023457449
"1333054",1.3400000333786,83.877268590813
"1333056",1.3400000333786,88.5088765388984
"1333057",1.3400000333786,90.0177232064988
"1337339",1.3400000333786,82.6515300930772
"1337340",1.3400000333786,83.6221371380414
"1337341",1.3400000333786,88.4279937074045
"1337342",1.3400000333786,80.1779160976689
"1337347",1.3400000333786,83.7625068620215
"1337348",1.3400000333786,77.916339383168
"1337349",1.3400000333786,80.4081843629725
"1337350",1.3400000333786,80.6573943811087
"1337351",1.3400000333786,80.0010132475357
"1337352",1.3400000333786,77.1313835787407
"1337353",1.3400000333786,76.8706745530769
"1337356",1.3400000333786,82.003635791835
"1337357",1.3400000333786,81.0448117042845
"1337358",1.3400000333786,80.357054379344
"1337359",1.3400000333786,79.9084079826756
"1337360",1.3400000333786,82.0396412467579
"1337361",1.3400000333786,85.9020030410571
"1337363",1.3400000333786,88.2545836591516
"1337364",1.3400000333786,84.8484382248265
"1337379",1.3400000333786,85.3976188883686
"1341657",1.3400000333786,86.4586990715201
"1341659",1.3400000333786,84.6478321588497
"1341662",1.3400000333786,81.6802876125836
"1341663",1.3400000333786,77.4415016720044
"1341664",1.3400000333786,83.9869429983273
"1341665",1.3400000333786,83.2650710328592
"1341666",1.3400000333786,83.6174001760461
"1341667",1.3400000333786,82.7667131829903
"1341668",1.3400000333786,77.7857871204228
"1341669",1.3400000333786,79.1157929915417
"1341671",1.3400000333786,79.3802273759308
"1341672",1.3400000333786,77.7406854931522
"1341673",1.3400000333786,79.9526495018269
"1341678",1.3400000333786,78.8846947124814
"1341681",1.3400000333786,75.6210392479031
"1341684",1.3400000333786,80.4145329754057
"1341693",1.3400000333786,89.2498325606822
"1345976",1.3400000333786,85.4780786928253
"1345977",1.3400000333786,81.3816961936066
"1345978",1.3400000333786,76.6820875444971
"1345979",1.3400000333786,72.8510361278309
"1345981",1.3400000333786,85.749379759461
"1345984",1.3400000333786,77.9221124547347
"1345986",1.3400000333786,81.2571212441225
"1345987",1.3400000333786,85.6641586248322
"1345992",1.3400000333786,79.1418027674343
"1345993",1.3400000333786,82.4683997194546
"1346002",1.3400000333786,81.5986612621357
"1346018",1.3400000333786,76.4896581490723
"1346020",1.3400000333786,87.2028072985588
"1350294",1.3400000333786,83.6733582606178
"1350295",1.3400000333786,83.5301581507512
"1350296",1.3400000333786,86.6603023528527
"1350297",1.3400000333786,81.2810239088821
"1350298",1.3400000333786,78.6675913153894
"1350299",1.3400000333786,78.8724099990701
"1350300",1.3400000333786,80.8582133480153
"1350301",1.3400000333786,80.7121962983405
"1350302",1.3400000333786,79.0446963444872
"1350303",1.3400000333786,79.1975164828943
"1350304",1.3400000333786,77.7071844809087
"1350305",1.3400000333786,75.6543386038105
"1350307",1.3400000333786,77.2312846005641
"1350308",1.3400000333786,79.2262016574054
"1350309",1.3400000333786,82.0261883963611
"1350310",1.3400000333786,87.8916488136437
"1350311",1.3400000333786,83.7279349720328
"1350314",1.3400000333786,82.765564488374
"1350318",1.3400000333786,78.324811972399
"1350322",1.3400000333786,74.0896303783204
